group,mass_bin,T_bin,O2_bin,n
demersal,10^3 g,3.25,18.75,459
demersal,10^3 g,3.25,19.25,1737
demersal,10^3 g,3.25,19.75,655
demersal,10^3 g,3.25,20.25,419
demersal,10^3 g,3.25,20.75,289
demersal,10^3 g,3.25,21.25,74
demersal,10^3 g,3.25,21.75,226
demersal,10^3 g,3.25,22.25,53
demersal,10^3 g,3.75,1.75,6
demersal,10^3 g,3.75,2.25,1
demersal,10^3 g,3.75,2.75,3
demersal,10^3 g,3.75,3.75,1
demersal,10^3 g,3.75,4.25,4
demersal,10^3 g,3.75,5.25,5
demersal,10^3 g,3.75,5.75,1
demersal,10^3 g,3.75,6.25,2
demersal,10^3 g,3.75,6.75,6
demersal,10^3 g,3.75,7.25,2
demersal,10^3 g,3.75,8.25,5
demersal,10^3 g,3.75,8.75,3
demersal,10^3 g,3.75,9.25,2
demersal,10^3 g,3.75,9.75,8
demersal,10^3 g,3.75,10.25,2
demersal,10^3 g,3.75,10.75,45
demersal,10^3 g,3.75,11.25,100
demersal,10^3 g,3.75,11.75,45
demersal,10^3 g,3.75,12.25,35
demersal,10^3 g,3.75,12.75,73
demersal,10^3 g,3.75,13.25,81
demersal,10^3 g,3.75,13.75,172
demersal,10^3 g,3.75,14.25,30
demersal,10^3 g,3.75,14.75,1
demersal,10^3 g,3.75,15.25,17
demersal,10^3 g,3.75,15.75,38
demersal,10^3 g,3.75,16.25,7
demersal,10^3 g,3.75,16.75,9
demersal,10^3 g,3.75,17.25,6
demersal,10^3 g,3.75,17.75,42
demersal,10^3 g,3.75,18.25,50
demersal,10^3 g,3.75,18.75,47
demersal,10^3 g,3.75,19.25,620
demersal,10^3 g,3.75,19.75,235
demersal,10^3 g,3.75,20.25,66
demersal,10^3 g,3.75,20.75,441
demersal,10^3 g,3.75,21.25,163
demersal,10^3 g,3.75,21.75,200
demersal,10^3 g,3.75,22.25,158
demersal,10^3 g,4.25,0.75,2
demersal,10^3 g,4.25,1.25,4
demersal,10^3 g,4.25,2.25,1
demersal,10^3 g,4.25,4.75,18
demersal,10^3 g,4.25,5.25,1
demersal,10^3 g,4.25,6.25,3
demersal,10^3 g,4.25,6.75,4
demersal,10^3 g,4.25,7.25,3
demersal,10^3 g,4.25,7.75,7
demersal,10^3 g,4.25,8.25,11
demersal,10^3 g,4.25,8.75,5
demersal,10^3 g,4.25,9.25,1
demersal,10^3 g,4.25,10.75,5
demersal,10^3 g,4.25,11.25,33
demersal,10^3 g,4.25,11.75,136
demersal,10^3 g,4.25,12.25,112
demersal,10^3 g,4.25,12.75,248
demersal,10^3 g,4.25,13.25,344
demersal,10^3 g,4.25,13.75,50
demersal,10^3 g,4.25,14.25,52
demersal,10^3 g,4.25,14.75,114
demersal,10^3 g,4.25,15.25,18
demersal,10^3 g,4.25,15.75,5
demersal,10^3 g,4.25,16.25,4
demersal,10^3 g,4.25,17.25,23
demersal,10^3 g,4.25,17.75,26
demersal,10^3 g,4.25,18.25,30
demersal,10^3 g,4.25,18.75,9
demersal,10^3 g,4.25,19.25,14
demersal,10^3 g,4.25,19.75,353
demersal,10^3 g,4.25,20.25,81
demersal,10^3 g,4.25,20.75,80
demersal,10^3 g,4.25,21.25,121
demersal,10^3 g,4.25,21.75,496
demersal,10^3 g,4.25,22.25,112
demersal,10^3 g,4.75,3.25,1
demersal,10^3 g,4.75,4.75,3
demersal,10^3 g,4.75,5.75,4
demersal,10^3 g,4.75,6.25,2
demersal,10^3 g,4.75,6.75,6
demersal,10^3 g,4.75,7.75,3
demersal,10^3 g,4.75,9.25,8
demersal,10^3 g,4.75,9.75,3
demersal,10^3 g,4.75,10.25,1
demersal,10^3 g,4.75,10.75,1
demersal,10^3 g,4.75,11.25,32
demersal,10^3 g,4.75,11.75,146
demersal,10^3 g,4.75,12.25,432
demersal,10^3 g,4.75,12.75,429
demersal,10^3 g,4.75,13.25,206
demersal,10^3 g,4.75,13.75,49
demersal,10^3 g,4.75,14.25,243
demersal,10^3 g,4.75,14.75,88
demersal,10^3 g,4.75,15.25,89
demersal,10^3 g,4.75,15.75,82
demersal,10^3 g,4.75,16.25,5
demersal,10^3 g,4.75,16.75,4
demersal,10^3 g,4.75,17.25,16
demersal,10^3 g,4.75,17.75,1
demersal,10^3 g,4.75,18.25,2
demersal,10^3 g,4.75,18.75,3
demersal,10^3 g,4.75,19.25,13
demersal,10^3 g,4.75,19.75,10
demersal,10^3 g,4.75,20.25,200
demersal,10^3 g,4.75,20.75,81
demersal,10^3 g,4.75,21.25,128
demersal,10^3 g,4.75,21.75,1274
demersal,10^3 g,4.75,22.25,253
demersal,10^3 g,5.25,2.25,1
demersal,10^3 g,5.25,2.75,1
demersal,10^3 g,5.25,3.75,312
demersal,10^3 g,5.25,4.25,97
demersal,10^3 g,5.25,4.75,182
demersal,10^3 g,5.25,6.25,3
demersal,10^3 g,5.25,6.75,10
demersal,10^3 g,5.25,7.25,12
demersal,10^3 g,5.25,8.25,5
demersal,10^3 g,5.25,8.75,1
demersal,10^3 g,5.25,9.25,5
demersal,10^3 g,5.25,9.75,6
demersal,10^3 g,5.25,10.25,3
demersal,10^3 g,5.25,10.75,27
demersal,10^3 g,5.25,11.25,45
demersal,10^3 g,5.25,11.75,45
demersal,10^3 g,5.25,12.25,175
demersal,10^3 g,5.25,12.75,695
demersal,10^3 g,5.25,13.25,672
demersal,10^3 g,5.25,13.75,70
demersal,10^3 g,5.25,14.25,31
demersal,10^3 g,5.25,14.75,15
demersal,10^3 g,5.25,15.25,96
demersal,10^3 g,5.25,15.75,174
demersal,10^3 g,5.25,16.25,22
demersal,10^3 g,5.25,16.75,57
demersal,10^3 g,5.25,17.25,30
demersal,10^3 g,5.25,17.75,88
demersal,10^3 g,5.25,18.25,24
demersal,10^3 g,5.25,18.75,184
demersal,10^3 g,5.25,19.25,224
demersal,10^3 g,5.25,19.75,113
demersal,10^3 g,5.25,20.25,731
demersal,10^3 g,5.25,20.75,472
demersal,10^3 g,5.25,21.25,89
demersal,10^3 g,5.25,21.75,1903
demersal,10^3 g,5.25,22.25,236
demersal,10^3 g,5.25,23.25,1
demersal,10^3 g,5.75,0.75,2
demersal,10^3 g,5.75,1.75,2
demersal,10^3 g,5.75,2.75,2
demersal,10^3 g,5.75,3.25,1
demersal,10^3 g,5.75,4.25,3
demersal,10^3 g,5.75,5.25,95
demersal,10^3 g,5.75,5.75,425
demersal,10^3 g,5.75,6.25,276
demersal,10^3 g,5.75,6.75,448
demersal,10^3 g,5.75,8.25,2
demersal,10^3 g,5.75,8.75,4772
demersal,10^3 g,5.75,9.25,7
demersal,10^3 g,5.75,9.75,9
demersal,10^3 g,5.75,10.25,6
demersal,10^3 g,5.75,10.75,36
demersal,10^3 g,5.75,11.25,18
demersal,10^3 g,5.75,11.75,10
demersal,10^3 g,5.75,12.25,32
demersal,10^3 g,5.75,12.75,299
demersal,10^3 g,5.75,13.25,1121
demersal,10^3 g,5.75,13.75,593
demersal,10^3 g,5.75,14.25,163
demersal,10^3 g,5.75,14.75,9
demersal,10^3 g,5.75,15.25,25
demersal,10^3 g,5.75,15.75,59
demersal,10^3 g,5.75,16.25,79
demersal,10^3 g,5.75,16.75,112
demersal,10^3 g,5.75,17.25,14
demersal,10^3 g,5.75,17.75,48
demersal,10^3 g,5.75,18.25,21
demersal,10^3 g,5.75,18.75,8
demersal,10^3 g,5.75,19.25,84
demersal,10^3 g,5.75,19.75,198
demersal,10^3 g,5.75,20.25,528
demersal,10^3 g,5.75,20.75,1057
demersal,10^3 g,5.75,21.25,1014
demersal,10^3 g,5.75,21.75,2052
demersal,10^3 g,5.75,22.25,1360
demersal,10^3 g,6.25,2.25,1
demersal,10^3 g,6.25,3.25,2
demersal,10^3 g,6.25,3.75,1
demersal,10^3 g,6.25,4.25,3
demersal,10^3 g,6.25,4.75,5
demersal,10^3 g,6.25,5.25,10
demersal,10^3 g,6.25,5.75,1
demersal,10^3 g,6.25,6.25,6
demersal,10^3 g,6.25,6.75,416
demersal,10^3 g,6.25,7.25,1226
demersal,10^3 g,6.25,7.75,11
demersal,10^3 g,6.25,8.25,567
demersal,10^3 g,6.25,8.75,3239
demersal,10^3 g,6.25,9.25,2933
demersal,10^3 g,6.25,9.75,1370
demersal,10^3 g,6.25,10.25,3
demersal,10^3 g,6.25,11.75,4
demersal,10^3 g,6.25,12.25,23
demersal,10^3 g,6.25,12.75,26
demersal,10^3 g,6.25,13.25,363
demersal,10^3 g,6.25,13.75,1036
demersal,10^3 g,6.25,14.25,617
demersal,10^3 g,6.25,14.75,168
demersal,10^3 g,6.25,15.25,53
demersal,10^3 g,6.25,15.75,3
demersal,10^3 g,6.25,16.25,3
demersal,10^3 g,6.25,16.75,48
demersal,10^3 g,6.25,17.25,84
demersal,10^3 g,6.25,17.75,142
demersal,10^3 g,6.25,18.25,257
demersal,10^3 g,6.25,18.75,363
demersal,10^3 g,6.25,19.25,648
demersal,10^3 g,6.25,19.75,146
demersal,10^3 g,6.25,20.25,378
demersal,10^3 g,6.25,20.75,1623
demersal,10^3 g,6.25,21.25,4668
demersal,10^3 g,6.25,21.75,903
demersal,10^3 g,6.25,22.25,1816
demersal,10^3 g,6.25,22.75,8
demersal,10^3 g,6.75,1.25,5
demersal,10^3 g,6.75,6.25,1
demersal,10^3 g,6.75,7.25,2
demersal,10^3 g,6.75,8.25,2886
demersal,10^3 g,6.75,8.75,1589
demersal,10^3 g,6.75,9.25,1076
demersal,10^3 g,6.75,9.75,394
demersal,10^3 g,6.75,10.25,1382
demersal,10^3 g,6.75,10.75,2460
demersal,10^3 g,6.75,11.75,26
demersal,10^3 g,6.75,12.25,14
demersal,10^3 g,6.75,12.75,332
demersal,10^3 g,6.75,13.25,51
demersal,10^3 g,6.75,13.75,53
demersal,10^3 g,6.75,14.25,1473
demersal,10^3 g,6.75,14.75,328
demersal,10^3 g,6.75,15.25,429
demersal,10^3 g,6.75,15.75,221
demersal,10^3 g,6.75,16.25,473
demersal,10^3 g,6.75,16.75,169
demersal,10^3 g,6.75,17.25,374
demersal,10^3 g,6.75,17.75,340
demersal,10^3 g,6.75,18.25,319
demersal,10^3 g,6.75,18.75,451
demersal,10^3 g,6.75,19.25,1198
demersal,10^3 g,6.75,19.75,816
demersal,10^3 g,6.75,20.25,948
demersal,10^3 g,6.75,20.75,2824
demersal,10^3 g,6.75,21.25,7248
demersal,10^3 g,6.75,21.75,847
demersal,10^3 g,6.75,22.25,3221
demersal,10^3 g,7.25,4.75,2
demersal,10^3 g,7.25,5.75,2
demersal,10^3 g,7.25,7.25,3
demersal,10^3 g,7.25,7.75,6
demersal,10^3 g,7.25,9.25,8
demersal,10^3 g,7.25,9.75,15
demersal,10^3 g,7.25,10.25,1011
demersal,10^3 g,7.25,10.75,715
demersal,10^3 g,7.25,11.25,17
demersal,10^3 g,7.25,12.25,247
demersal,10^3 g,7.25,12.75,1087
demersal,10^3 g,7.25,13.25,36
demersal,10^3 g,7.25,13.75,567
demersal,10^3 g,7.25,14.25,277
demersal,10^3 g,7.25,14.75,112
demersal,10^3 g,7.25,15.25,842
demersal,10^3 g,7.25,15.75,198
demersal,10^3 g,7.25,16.25,264
demersal,10^3 g,7.25,16.75,245
demersal,10^3 g,7.25,17.25,279
demersal,10^3 g,7.25,17.75,455
demersal,10^3 g,7.25,18.25,171
demersal,10^3 g,7.25,18.75,800
demersal,10^3 g,7.25,19.25,4255
demersal,10^3 g,7.25,19.75,12889
demersal,10^3 g,7.25,20.25,4484
demersal,10^3 g,7.25,20.75,1641
demersal,10^3 g,7.25,21.25,2167
demersal,10^3 g,7.25,21.75,4783
demersal,10^3 g,7.25,22.25,2680
demersal,10^3 g,7.25,22.75,344
demersal,10^3 g,7.75,0.75,1
demersal,10^3 g,7.75,3.25,4
demersal,10^3 g,7.75,4.75,1
demersal,10^3 g,7.75,5.25,3
demersal,10^3 g,7.75,7.25,1
demersal,10^3 g,7.75,7.75,1
demersal,10^3 g,7.75,8.25,17
demersal,10^3 g,7.75,8.75,532
demersal,10^3 g,7.75,9.25,19
demersal,10^3 g,7.75,9.75,742
demersal,10^3 g,7.75,10.25,21
demersal,10^3 g,7.75,10.75,19
demersal,10^3 g,7.75,11.25,4
demersal,10^3 g,7.75,11.75,11
demersal,10^3 g,7.75,12.75,717
demersal,10^3 g,7.75,13.25,428
demersal,10^3 g,7.75,13.75,21
demersal,10^3 g,7.75,14.25,293
demersal,10^3 g,7.75,14.75,659
demersal,10^3 g,7.75,15.25,815
demersal,10^3 g,7.75,15.75,319
demersal,10^3 g,7.75,16.25,67
demersal,10^3 g,7.75,16.75,92
demersal,10^3 g,7.75,17.25,524
demersal,10^3 g,7.75,17.75,258
demersal,10^3 g,7.75,18.25,543
demersal,10^3 g,7.75,18.75,20
demersal,10^3 g,7.75,19.25,217
demersal,10^3 g,7.75,19.75,7691
demersal,10^3 g,7.75,20.25,16135
demersal,10^3 g,7.75,20.75,2312
demersal,10^3 g,7.75,21.25,2940
demersal,10^3 g,7.75,21.75,4468
demersal,10^3 g,7.75,22.25,2033
demersal,10^3 g,7.75,22.75,1038
demersal,10^3 g,8.25,0.75,1
demersal,10^3 g,8.25,2.75,7
demersal,10^3 g,8.25,4.75,2
demersal,10^3 g,8.25,6.25,5
demersal,10^3 g,8.25,6.75,1
demersal,10^3 g,8.25,8.25,6
demersal,10^3 g,8.25,9.25,16
demersal,10^3 g,8.25,9.75,9
demersal,10^3 g,8.25,10.75,1
demersal,10^3 g,8.25,11.25,2
demersal,10^3 g,8.25,11.75,259
demersal,10^3 g,8.25,12.25,291
demersal,10^3 g,8.25,12.75,4
demersal,10^3 g,8.25,13.25,1
demersal,10^3 g,8.25,13.75,515
demersal,10^3 g,8.25,14.25,869
demersal,10^3 g,8.25,14.75,807
demersal,10^3 g,8.25,15.25,537
demersal,10^3 g,8.25,15.75,1053
demersal,10^3 g,8.25,16.25,1286
demersal,10^3 g,8.25,16.75,1091
demersal,10^3 g,8.25,17.25,537
demersal,10^3 g,8.25,17.75,655
demersal,10^3 g,8.25,18.25,419
demersal,10^3 g,8.25,18.75,95
demersal,10^3 g,8.25,19.25,946
demersal,10^3 g,8.25,19.75,3368
demersal,10^3 g,8.25,20.25,10766
demersal,10^3 g,8.25,20.75,9053
demersal,10^3 g,8.25,21.25,4793
demersal,10^3 g,8.25,21.75,1911
demersal,10^3 g,8.25,22.25,1481
demersal,10^3 g,8.25,22.75,938
demersal,10^3 g,8.75,2.25,4
demersal,10^3 g,8.75,2.75,4
demersal,10^3 g,8.75,4.25,2
demersal,10^3 g,8.75,4.75,1
demersal,10^3 g,8.75,5.25,4
demersal,10^3 g,8.75,6.25,4
demersal,10^3 g,8.75,6.75,5
demersal,10^3 g,8.75,8.25,1
demersal,10^3 g,8.75,9.25,7
demersal,10^3 g,8.75,10.25,2
demersal,10^3 g,8.75,11.25,5
demersal,10^3 g,8.75,11.75,2
demersal,10^3 g,8.75,12.75,4
demersal,10^3 g,8.75,13.25,8
demersal,10^3 g,8.75,13.75,13
demersal,10^3 g,8.75,14.25,115
demersal,10^3 g,8.75,14.75,68
demersal,10^3 g,8.75,15.25,78
demersal,10^3 g,8.75,15.75,20
demersal,10^3 g,8.75,16.25,108
demersal,10^3 g,8.75,16.75,840
demersal,10^3 g,8.75,17.25,2196
demersal,10^3 g,8.75,17.75,547
demersal,10^3 g,8.75,18.25,610
demersal,10^3 g,8.75,18.75,1191
demersal,10^3 g,8.75,19.25,2207
demersal,10^3 g,8.75,19.75,3637
demersal,10^3 g,8.75,20.25,8730
demersal,10^3 g,8.75,20.75,14771
demersal,10^3 g,8.75,21.25,19496
demersal,10^3 g,8.75,21.75,2934
demersal,10^3 g,8.75,22.25,208
demersal,10^3 g,9.25,4.25,9
demersal,10^3 g,9.25,4.75,4
demersal,10^3 g,9.25,5.25,2
demersal,10^3 g,9.25,6.25,1
demersal,10^3 g,9.25,6.75,1
demersal,10^3 g,9.25,7.25,14
demersal,10^3 g,9.25,7.75,14
demersal,10^3 g,9.25,8.25,2
demersal,10^3 g,9.25,8.75,2
demersal,10^3 g,9.25,9.25,9
demersal,10^3 g,9.25,9.75,19
demersal,10^3 g,9.25,10.75,1
demersal,10^3 g,9.25,11.25,81
demersal,10^3 g,9.25,11.75,2
demersal,10^3 g,9.25,12.25,4
demersal,10^3 g,9.25,12.75,31
demersal,10^3 g,9.25,13.25,1
demersal,10^3 g,9.25,13.75,16
demersal,10^3 g,9.25,14.25,29
demersal,10^3 g,9.25,14.75,45
demersal,10^3 g,9.25,15.25,55
demersal,10^3 g,9.25,15.75,58
demersal,10^3 g,9.25,16.25,41
demersal,10^3 g,9.25,16.75,206
demersal,10^3 g,9.25,17.25,902
demersal,10^3 g,9.25,17.75,113
demersal,10^3 g,9.25,18.25,373
demersal,10^3 g,9.25,18.75,113
demersal,10^3 g,9.25,19.25,74
demersal,10^3 g,9.25,19.75,1918
demersal,10^3 g,9.25,20.25,9767
demersal,10^3 g,9.25,20.75,6309
demersal,10^3 g,9.25,21.25,12380
demersal,10^3 g,9.25,21.75,8452
demersal,10^3 g,9.25,22.25,8395
demersal,10^3 g,9.75,1.25,1
demersal,10^3 g,9.75,1.75,6
demersal,10^3 g,9.75,2.25,1
demersal,10^3 g,9.75,3.25,11
demersal,10^3 g,9.75,4.25,2
demersal,10^3 g,9.75,4.75,1
demersal,10^3 g,9.75,6.25,9
demersal,10^3 g,9.75,7.25,1
demersal,10^3 g,9.75,8.25,1
demersal,10^3 g,9.75,9.25,6
demersal,10^3 g,9.75,9.75,22
demersal,10^3 g,9.75,10.25,22
demersal,10^3 g,9.75,10.75,1
demersal,10^3 g,9.75,11.25,1
demersal,10^3 g,9.75,11.75,80
demersal,10^3 g,9.75,12.75,7
demersal,10^3 g,9.75,13.75,1
demersal,10^3 g,9.75,14.25,37
demersal,10^3 g,9.75,14.75,38
demersal,10^3 g,9.75,15.25,88
demersal,10^3 g,9.75,15.75,54
demersal,10^3 g,9.75,16.25,31
demersal,10^3 g,9.75,16.75,17
demersal,10^3 g,9.75,17.25,122
demersal,10^3 g,9.75,17.75,689
demersal,10^3 g,9.75,18.25,241
demersal,10^3 g,9.75,18.75,49
demersal,10^3 g,9.75,19.25,153
demersal,10^3 g,9.75,19.75,3573
demersal,10^3 g,9.75,20.25,27694
demersal,10^3 g,9.75,20.75,13877
demersal,10^3 g,9.75,21.25,15543
demersal,10^3 g,9.75,21.75,19847
demersal,10^3 g,9.75,22.25,670
demersal,10^3 g,9.75,22.75,1918
demersal,10^3 g,10.25,1.75,22
demersal,10^3 g,10.25,2.25,2
demersal,10^3 g,10.25,2.75,2
demersal,10^3 g,10.25,3.25,1
demersal,10^3 g,10.25,3.75,1
demersal,10^3 g,10.25,4.25,6
demersal,10^3 g,10.25,6.25,10
demersal,10^3 g,10.25,7.25,2
demersal,10^3 g,10.25,7.75,3
demersal,10^3 g,10.25,8.25,1
demersal,10^3 g,10.25,9.75,8
demersal,10^3 g,10.25,10.25,7
demersal,10^3 g,10.25,11.25,2
demersal,10^3 g,10.25,11.75,8
demersal,10^3 g,10.25,12.25,24
demersal,10^3 g,10.25,12.75,8
demersal,10^3 g,10.25,13.25,2
demersal,10^3 g,10.25,13.75,8
demersal,10^3 g,10.25,14.25,19
demersal,10^3 g,10.25,14.75,18
demersal,10^3 g,10.25,15.25,72
demersal,10^3 g,10.25,15.75,93
demersal,10^3 g,10.25,16.25,84
demersal,10^3 g,10.25,16.75,44
demersal,10^3 g,10.25,17.25,165
demersal,10^3 g,10.25,17.75,154
demersal,10^3 g,10.25,18.25,107
demersal,10^3 g,10.25,18.75,22
demersal,10^3 g,10.25,19.25,104
demersal,10^3 g,10.25,19.75,30251
demersal,10^3 g,10.25,20.25,56473
demersal,10^3 g,10.25,20.75,7749
demersal,10^3 g,10.25,21.25,26719
demersal,10^3 g,10.25,21.75,15619
demersal,10^3 g,10.25,22.25,2854
demersal,10^3 g,10.75,1.25,1
demersal,10^3 g,10.75,1.75,3
demersal,10^3 g,10.75,4.25,6
demersal,10^3 g,10.75,4.75,4
demersal,10^3 g,10.75,6.25,5
demersal,10^3 g,10.75,7.25,1
demersal,10^3 g,10.75,8.25,1
demersal,10^3 g,10.75,8.75,1
demersal,10^3 g,10.75,9.25,25
demersal,10^3 g,10.75,9.75,11
demersal,10^3 g,10.75,10.75,5
demersal,10^3 g,10.75,11.25,3
demersal,10^3 g,10.75,12.25,2
demersal,10^3 g,10.75,12.75,35
demersal,10^3 g,10.75,14.25,33
demersal,10^3 g,10.75,14.75,13
demersal,10^3 g,10.75,15.25,62
demersal,10^3 g,10.75,15.75,29
demersal,10^3 g,10.75,16.25,22
demersal,10^3 g,10.75,16.75,36
demersal,10^3 g,10.75,17.25,112
demersal,10^3 g,10.75,17.75,31
demersal,10^3 g,10.75,18.25,279
demersal,10^3 g,10.75,18.75,200
demersal,10^3 g,10.75,19.25,454
demersal,10^3 g,10.75,19.75,5512
demersal,10^3 g,10.75,20.25,61385
demersal,10^3 g,10.75,20.75,18416
demersal,10^3 g,10.75,21.25,16532
demersal,10^3 g,10.75,21.75,24379
demersal,10^3 g,10.75,22.25,1264
demersal,10^3 g,10.75,22.75,168
demersal,10^3 g,11.25,1.75,3
demersal,10^3 g,11.25,2.25,1
demersal,10^3 g,11.25,2.75,3
demersal,10^3 g,11.25,3.25,3
demersal,10^3 g,11.25,4.25,2
demersal,10^3 g,11.25,4.75,2
demersal,10^3 g,11.25,6.75,1
demersal,10^3 g,11.25,7.25,1
demersal,10^3 g,11.25,10.25,1
demersal,10^3 g,11.25,10.75,1
demersal,10^3 g,11.25,11.75,4
demersal,10^3 g,11.25,12.25,3
demersal,10^3 g,11.25,13.25,5
demersal,10^3 g,11.25,13.75,4
demersal,10^3 g,11.25,14.25,3
demersal,10^3 g,11.25,14.75,3
demersal,10^3 g,11.25,15.25,25
demersal,10^3 g,11.25,15.75,339
demersal,10^3 g,11.25,16.25,182
demersal,10^3 g,11.25,16.75,40
demersal,10^3 g,11.25,17.25,209
demersal,10^3 g,11.25,17.75,392
demersal,10^3 g,11.25,18.25,200
demersal,10^3 g,11.25,18.75,338
demersal,10^3 g,11.25,19.25,8
demersal,10^3 g,11.25,19.75,65
demersal,10^3 g,11.25,20.25,10234
demersal,10^3 g,11.25,20.75,8444
demersal,10^3 g,11.25,21.25,21646
demersal,10^3 g,11.25,21.75,17636
demersal,10^3 g,11.25,22.25,807
demersal,10^3 g,11.25,22.75,3
demersal,10^3 g,11.75,3.75,4
demersal,10^3 g,11.75,4.25,8
demersal,10^3 g,11.75,6.75,5
demersal,10^3 g,11.75,9.75,1
demersal,10^3 g,11.75,10.25,5
demersal,10^3 g,11.75,11.25,2
demersal,10^3 g,11.75,11.75,1
demersal,10^3 g,11.75,12.75,3
demersal,10^3 g,11.75,13.25,1
demersal,10^3 g,11.75,14.25,22
demersal,10^3 g,11.75,14.75,2
demersal,10^3 g,11.75,15.25,23
demersal,10^3 g,11.75,15.75,51
demersal,10^3 g,11.75,16.25,52
demersal,10^3 g,11.75,16.75,281
demersal,10^3 g,11.75,17.25,11
demersal,10^3 g,11.75,17.75,64
demersal,10^3 g,11.75,18.25,37
demersal,10^3 g,11.75,18.75,72
demersal,10^3 g,11.75,19.25,106
demersal,10^3 g,11.75,19.75,57
demersal,10^3 g,11.75,20.25,6866
demersal,10^3 g,11.75,20.75,3269
demersal,10^3 g,11.75,21.25,9397
demersal,10^3 g,11.75,21.75,1094
demersal,10^3 g,11.75,22.25,172
demersal,10^3 g,12.25,2.75,3
demersal,10^3 g,12.25,4.25,1
demersal,10^3 g,12.25,5.25,2
demersal,10^3 g,12.25,5.75,1
demersal,10^3 g,12.25,9.75,4
demersal,10^3 g,12.25,13.25,1
demersal,10^3 g,12.25,13.75,1
demersal,10^3 g,12.25,15.25,5
demersal,10^3 g,12.25,15.75,56
demersal,10^3 g,12.25,16.25,155
demersal,10^3 g,12.25,16.75,57
demersal,10^3 g,12.25,17.25,35
demersal,10^3 g,12.25,17.75,7
demersal,10^3 g,12.25,18.25,65
demersal,10^3 g,12.25,18.75,8
demersal,10^3 g,12.25,19.25,78
demersal,10^3 g,12.25,19.75,102
demersal,10^3 g,12.25,20.25,600
demersal,10^3 g,12.25,20.75,35
demersal,10^3 g,12.25,21.25,6764
demersal,10^3 g,12.25,21.75,3451
demersal,10^3 g,12.25,22.25,614
demersal,10^3 g,12.25,22.75,13
demersal,10^3 g,12.75,2.75,9
demersal,10^3 g,12.75,5.75,1
demersal,10^3 g,12.75,7.25,1
demersal,10^3 g,12.75,7.75,1
demersal,10^3 g,12.75,9.75,1
demersal,10^3 g,12.75,12.25,9
demersal,10^3 g,12.75,13.25,20
demersal,10^3 g,12.75,13.75,5
demersal,10^3 g,12.75,14.25,5
demersal,10^3 g,12.75,14.75,11
demersal,10^3 g,12.75,15.25,3
demersal,10^3 g,12.75,15.75,6
demersal,10^3 g,12.75,16.25,17
demersal,10^3 g,12.75,16.75,10
demersal,10^3 g,12.75,17.25,39
demersal,10^3 g,12.75,17.75,13
demersal,10^3 g,12.75,18.25,19
demersal,10^3 g,12.75,18.75,33
demersal,10^3 g,12.75,19.25,41
demersal,10^3 g,12.75,19.75,8
demersal,10^3 g,12.75,20.25,3433
demersal,10^3 g,12.75,20.75,818
demersal,10^3 g,12.75,21.25,17
demersal,10^3 g,12.75,21.75,427
demersal,10^3 g,12.75,22.25,2899
demersal,10^3 g,12.75,22.75,6
demersal,10^3 g,13.25,2.25,1
demersal,10^3 g,13.25,2.75,1
demersal,10^3 g,13.25,3.75,3
demersal,10^3 g,13.25,4.75,1
demersal,10^3 g,13.25,5.25,2
demersal,10^3 g,13.25,6.75,4
demersal,10^3 g,13.25,7.25,2
demersal,10^3 g,13.25,7.75,7
demersal,10^3 g,13.25,10.25,2
demersal,10^3 g,13.25,10.75,1
demersal,10^3 g,13.25,11.25,10
demersal,10^3 g,13.25,11.75,2
demersal,10^3 g,13.25,12.75,2
demersal,10^3 g,13.25,13.75,9
demersal,10^3 g,13.25,15.25,9
demersal,10^3 g,13.25,15.75,21
demersal,10^3 g,13.25,16.25,117
demersal,10^3 g,13.25,16.75,40
demersal,10^3 g,13.25,17.25,43
demersal,10^3 g,13.25,17.75,86
demersal,10^3 g,13.25,18.25,41
demersal,10^3 g,13.25,18.75,26
demersal,10^3 g,13.25,19.25,249
demersal,10^3 g,13.25,19.75,45
demersal,10^3 g,13.25,20.25,3
demersal,10^3 g,13.25,20.75,33
demersal,10^3 g,13.25,21.25,60
demersal,10^3 g,13.25,21.75,27
demersal,10^3 g,13.25,22.25,51
demersal,10^3 g,13.75,0.75,1
demersal,10^3 g,13.75,3.25,5
demersal,10^3 g,13.75,4.75,1
demersal,10^3 g,13.75,6.25,4
demersal,10^3 g,13.75,8.25,3
demersal,10^3 g,13.75,12.25,1
demersal,10^3 g,13.75,12.75,1
demersal,10^3 g,13.75,13.25,1
demersal,10^3 g,13.75,14.25,1
demersal,10^3 g,13.75,15.25,7
demersal,10^3 g,13.75,15.75,19
demersal,10^3 g,13.75,16.25,15
demersal,10^3 g,13.75,16.75,1
demersal,10^3 g,13.75,17.25,48
demersal,10^3 g,13.75,17.75,12
demersal,10^3 g,13.75,18.25,10
demersal,10^3 g,13.75,18.75,62
demersal,10^3 g,13.75,19.25,125
demersal,10^3 g,13.75,19.75,287
demersal,10^3 g,13.75,20.25,253
demersal,10^3 g,13.75,20.75,34
demersal,10^3 g,13.75,21.25,4
demersal,10^3 g,13.75,21.75,9
demersal,10^3 g,13.75,22.25,330
demersal,10^3 g,14.25,2.75,1
demersal,10^3 g,14.25,3.25,3
demersal,10^3 g,14.25,7.25,7
demersal,10^3 g,14.25,8.75,4
demersal,10^3 g,14.25,9.25,2
