group,mass_bin,T_bin,O2_bin,n
demersal,10^5 g,1.75,17.75,9
demersal,10^5 g,1.75,18.25,11
demersal,10^5 g,1.75,18.75,36
demersal,10^5 g,1.75,19.25,66
demersal,10^5 g,1.75,19.75,46
demersal,10^5 g,1.75,20.25,72
demersal,10^5 g,1.75,20.75,54
demersal,10^5 g,1.75,21.75,1
demersal,10^5 g,2.25,7.25,2
demersal,10^5 g,2.25,9.75,1
demersal,10^5 g,2.25,10.75,1
demersal,10^5 g,2.25,11.75,2
demersal,10^5 g,2.25,12.25,4
demersal,10^5 g,2.25,15.25,2
demersal,10^5 g,2.25,15.75,6
demersal,10^5 g,2.25,16.25,2
demersal,10^5 g,2.25,16.75,2
demersal,10^5 g,2.25,17.25,21
demersal,10^5 g,2.25,17.75,30
demersal,10^5 g,2.25,18.25,40
demersal,10^5 g,2.25,18.75,71
demersal,10^5 g,2.25,19.25,57
demersal,10^5 g,2.25,19.75,66
demersal,10^5 g,2.25,20.25,117
demersal,10^5 g,2.25,20.75,5
demersal,10^5 g,2.25,21.25,7
demersal,10^5 g,2.25,21.75,1
demersal,10^5 g,2.75,10.25,1
demersal,10^5 g,2.75,11.25,3
demersal,10^5 g,2.75,12.25,3
demersal,10^5 g,2.75,13.75,1
demersal,10^5 g,2.75,14.25,3
demersal,10^5 g,2.75,16.25,16
demersal,10^5 g,2.75,16.75,3
demersal,10^5 g,2.75,17.75,31
demersal,10^5 g,2.75,18.25,23
demersal,10^5 g,2.75,18.75,229
demersal,10^5 g,2.75,19.25,190
demersal,10^5 g,2.75,19.75,44
demersal,10^5 g,2.75,20.25,181
demersal,10^5 g,2.75,20.75,57
demersal,10^5 g,2.75,21.25,3
demersal,10^5 g,2.75,22.25,1
demersal,10^5 g,3.25,2.25,1
demersal,10^5 g,3.25,3.75,5
demersal,10^5 g,3.25,4.25,1
demersal,10^5 g,3.25,4.75,1
demersal,10^5 g,3.25,9.75,1
demersal,10^5 g,3.25,10.75,4
demersal,10^5 g,3.25,11.25,4
demersal,10^5 g,3.25,11.75,4
demersal,10^5 g,3.25,12.25,11
demersal,10^5 g,3.25,12.75,23
demersal,10^5 g,3.25,13.25,8
demersal,10^5 g,3.25,15.25,4
demersal,10^5 g,3.25,15.75,160
demersal,10^5 g,3.25,16.25,30
demersal,10^5 g,3.25,16.75,13
demersal,10^5 g,3.25,17.25,9
demersal,10^5 g,3.25,17.75,31
demersal,10^5 g,3.25,18.25,21
demersal,10^5 g,3.25,18.75,81
demersal,10^5 g,3.25,19.25,658
demersal,10^5 g,3.25,19.75,310
demersal,10^5 g,3.25,20.25,133
demersal,10^5 g,3.25,20.75,38
demersal,10^5 g,3.25,21.25,26
demersal,10^5 g,3.25,21.75,1
demersal,10^5 g,3.75,1.75,2
demersal,10^5 g,3.75,5.25,2
demersal,10^5 g,3.75,8.25,2
demersal,10^5 g,3.75,10.75,14
demersal,10^5 g,3.75,11.25,42
demersal,10^5 g,3.75,11.75,10
demersal,10^5 g,3.75,12.25,7
demersal,10^5 g,3.75,12.75,22
demersal,10^5 g,3.75,13.25,13
demersal,10^5 g,3.75,13.75,30
demersal,10^5 g,3.75,14.25,10
demersal,10^5 g,3.75,14.75,1
demersal,10^5 g,3.75,15.25,3
demersal,10^5 g,3.75,16.25,1
demersal,10^5 g,3.75,16.75,2
demersal,10^5 g,3.75,17.75,8
demersal,10^5 g,3.75,18.25,12
demersal,10^5 g,3.75,18.75,8
demersal,10^5 g,3.75,19.25,301
demersal,10^5 g,3.75,19.75,175
demersal,10^5 g,3.75,20.25,16
demersal,10^5 g,3.75,20.75,96
demersal,10^5 g,3.75,21.25,22
demersal,10^5 g,3.75,22.25,1
demersal,10^5 g,4.25,7.75,2
demersal,10^5 g,4.25,9.25,1
demersal,10^5 g,4.25,10.75,1
demersal,10^5 g,4.25,11.25,15
demersal,10^5 g,4.25,11.75,44
demersal,10^5 g,4.25,12.25,28
demersal,10^5 g,4.25,12.75,72
demersal,10^5 g,4.25,13.25,73
demersal,10^5 g,4.25,13.75,9
demersal,10^5 g,4.25,14.25,13
demersal,10^5 g,4.25,14.75,42
demersal,10^5 g,4.25,15.25,5
demersal,10^5 g,4.25,16.25,1
demersal,10^5 g,4.25,17.25,4
demersal,10^5 g,4.25,17.75,11
demersal,10^5 g,4.25,18.25,2
demersal,10^5 g,4.25,18.75,3
demersal,10^5 g,4.25,19.25,5
demersal,10^5 g,4.25,19.75,4
demersal,10^5 g,4.25,20.25,9
demersal,10^5 g,4.25,20.75,37
demersal,10^5 g,4.25,21.25,7
demersal,10^5 g,4.25,21.75,2
demersal,10^5 g,4.25,22.25,5
demersal,10^5 g,4.75,7.75,1
demersal,10^5 g,4.75,11.25,3
demersal,10^5 g,4.75,11.75,64
demersal,10^5 g,4.75,12.25,170
demersal,10^5 g,4.75,12.75,157
demersal,10^5 g,4.75,13.25,48
demersal,10^5 g,4.75,13.75,4
demersal,10^5 g,4.75,14.25,60
demersal,10^5 g,4.75,14.75,26
demersal,10^5 g,4.75,15.25,37
demersal,10^5 g,4.75,15.75,14
demersal,10^5 g,4.75,16.25,1
demersal,10^5 g,4.75,16.75,1
demersal,10^5 g,4.75,17.25,8
demersal,10^5 g,4.75,17.75,2
demersal,10^5 g,4.75,18.75,2
demersal,10^5 g,4.75,19.25,3
demersal,10^5 g,4.75,19.75,5
demersal,10^5 g,4.75,20.25,28
demersal,10^5 g,4.75,20.75,27
demersal,10^5 g,4.75,21.25,14
demersal,10^5 g,4.75,21.75,30
demersal,10^5 g,4.75,22.25,17
demersal,10^5 g,4.75,22.75,1
demersal,10^5 g,5.25,3.75,2
demersal,10^5 g,5.25,6.25,2
demersal,10^5 g,5.25,7.25,2
demersal,10^5 g,5.25,10.75,1
demersal,10^5 g,5.25,11.25,4
demersal,10^5 g,5.25,11.75,13
demersal,10^5 g,5.25,12.25,68
demersal,10^5 g,5.25,12.75,324
demersal,10^5 g,5.25,13.25,272
demersal,10^5 g,5.25,13.75,13
demersal,10^5 g,5.25,15.25,35
demersal,10^5 g,5.25,15.75,50
demersal,10^5 g,5.25,16.25,9
demersal,10^5 g,5.25,16.75,23
demersal,10^5 g,5.25,17.25,9
demersal,10^5 g,5.25,17.75,32
demersal,10^5 g,5.25,18.25,4
demersal,10^5 g,5.25,18.75,128
demersal,10^5 g,5.25,19.25,80
demersal,10^5 g,5.25,19.75,29
demersal,10^5 g,5.25,20.25,319
demersal,10^5 g,5.25,20.75,300
demersal,10^5 g,5.25,21.25,21
demersal,10^5 g,5.25,21.75,55
demersal,10^5 g,5.25,22.25,66
demersal,10^5 g,5.25,23.25,3
demersal,10^5 g,5.75,5.75,6
demersal,10^5 g,5.75,6.25,3
demersal,10^5 g,5.75,6.75,4
demersal,10^5 g,5.75,8.25,1
demersal,10^5 g,5.75,8.75,78
demersal,10^5 g,5.75,10.75,9
demersal,10^5 g,5.75,11.25,2
demersal,10^5 g,5.75,12.25,12
demersal,10^5 g,5.75,12.75,139
demersal,10^5 g,5.75,13.25,446
demersal,10^5 g,5.75,13.75,229
demersal,10^5 g,5.75,14.25,36
demersal,10^5 g,5.75,14.75,1
demersal,10^5 g,5.75,15.25,9
demersal,10^5 g,5.75,15.75,30
demersal,10^5 g,5.75,16.25,34
demersal,10^5 g,5.75,16.75,21
demersal,10^5 g,5.75,17.25,1
demersal,10^5 g,5.75,17.75,22
demersal,10^5 g,5.75,18.25,13
demersal,10^5 g,5.75,18.75,1
demersal,10^5 g,5.75,19.25,30
demersal,10^5 g,5.75,19.75,49
demersal,10^5 g,5.75,20.25,142
demersal,10^5 g,5.75,20.75,227
demersal,10^5 g,5.75,21.25,282
demersal,10^5 g,5.75,21.75,274
demersal,10^5 g,5.75,22.25,68
demersal,10^5 g,6.25,5.25,2
demersal,10^5 g,6.25,6.75,1
demersal,10^5 g,6.25,7.25,9
demersal,10^5 g,6.25,8.25,6
demersal,10^5 g,6.25,8.75,50
demersal,10^5 g,6.25,9.25,45
demersal,10^5 g,6.25,9.75,42
demersal,10^5 g,6.25,12.25,5
demersal,10^5 g,6.25,12.75,10
demersal,10^5 g,6.25,13.25,134
demersal,10^5 g,6.25,13.75,421
demersal,10^5 g,6.25,14.25,185
demersal,10^5 g,6.25,14.75,45
demersal,10^5 g,6.25,15.25,26
demersal,10^5 g,6.25,15.75,4
demersal,10^5 g,6.25,16.75,25
demersal,10^5 g,6.25,17.25,38
demersal,10^5 g,6.25,17.75,40
demersal,10^5 g,6.25,18.25,90
demersal,10^5 g,6.25,18.75,137
demersal,10^5 g,6.25,19.25,217
demersal,10^5 g,6.25,19.75,38
demersal,10^5 g,6.25,20.25,34
demersal,10^5 g,6.25,20.75,81
demersal,10^5 g,6.25,21.25,299
demersal,10^5 g,6.25,21.75,216
demersal,10^5 g,6.25,22.25,156
demersal,10^5 g,6.75,8.25,48
demersal,10^5 g,6.75,8.75,27
demersal,10^5 g,6.75,9.25,46
demersal,10^5 g,6.75,9.75,38
demersal,10^5 g,6.75,10.25,61
demersal,10^5 g,6.75,10.75,219
demersal,10^5 g,6.75,11.75,2
demersal,10^5 g,6.75,12.25,6
demersal,10^5 g,6.75,12.75,46
demersal,10^5 g,6.75,13.25,8
demersal,10^5 g,6.75,13.75,16
demersal,10^5 g,6.75,14.25,453
demersal,10^5 g,6.75,14.75,100
demersal,10^5 g,6.75,15.25,134
demersal,10^5 g,6.75,15.75,70
demersal,10^5 g,6.75,16.25,142
demersal,10^5 g,6.75,16.75,66
demersal,10^5 g,6.75,17.25,145
demersal,10^5 g,6.75,17.75,142
demersal,10^5 g,6.75,18.25,160
demersal,10^5 g,6.75,18.75,180
demersal,10^5 g,6.75,19.25,152
demersal,10^5 g,6.75,19.75,132
demersal,10^5 g,6.75,20.25,308
demersal,10^5 g,6.75,20.75,58
demersal,10^5 g,6.75,21.25,642
demersal,10^5 g,6.75,21.75,80
demersal,10^5 g,6.75,22.25,323
demersal,10^5 g,7.25,3.75,1
demersal,10^5 g,7.25,8.25,1
demersal,10^5 g,7.25,10.25,68
demersal,10^5 g,7.25,10.75,130
demersal,10^5 g,7.25,11.25,4
demersal,10^5 g,7.25,12.25,50
demersal,10^5 g,7.25,12.75,75
demersal,10^5 g,7.25,13.25,13
demersal,10^5 g,7.25,13.75,56
demersal,10^5 g,7.25,14.25,110
demersal,10^5 g,7.25,14.75,47
demersal,10^5 g,7.25,15.25,310
demersal,10^5 g,7.25,15.75,85
demersal,10^5 g,7.25,16.25,77
demersal,10^5 g,7.25,16.75,71
demersal,10^5 g,7.25,17.25,107
demersal,10^5 g,7.25,17.75,232
demersal,10^5 g,7.25,18.25,77
demersal,10^5 g,7.25,18.75,346
demersal,10^5 g,7.25,19.25,636
demersal,10^5 g,7.25,19.75,734
demersal,10^5 g,7.25,20.25,427
demersal,10^5 g,7.25,20.75,851
demersal,10^5 g,7.25,21.25,75
demersal,10^5 g,7.25,21.75,452
demersal,10^5 g,7.25,22.25,261
demersal,10^5 g,7.25,22.75,16
demersal,10^5 g,7.75,8.25,4
demersal,10^5 g,7.75,8.75,88
demersal,10^5 g,7.75,9.25,1
demersal,10^5 g,7.75,9.75,51
demersal,10^5 g,7.75,10.25,1
demersal,10^5 g,7.75,10.75,2
demersal,10^5 g,7.75,11.25,1
demersal,10^5 g,7.75,12.75,226
demersal,10^5 g,7.75,13.25,81
demersal,10^5 g,7.75,13.75,11
demersal,10^5 g,7.75,14.25,105
demersal,10^5 g,7.75,14.75,266
demersal,10^5 g,7.75,15.25,237
demersal,10^5 g,7.75,15.75,103
demersal,10^5 g,7.75,16.25,23
demersal,10^5 g,7.75,16.75,53
demersal,10^5 g,7.75,17.25,292
demersal,10^5 g,7.75,17.75,149
demersal,10^5 g,7.75,18.25,265
demersal,10^5 g,7.75,18.75,21
demersal,10^5 g,7.75,19.25,125
demersal,10^5 g,7.75,19.75,466
demersal,10^5 g,7.75,20.25,1082
demersal,10^5 g,7.75,20.75,188
demersal,10^5 g,7.75,21.25,1732
demersal,10^5 g,7.75,21.75,327
demersal,10^5 g,7.75,22.25,169
demersal,10^5 g,7.75,22.75,34
demersal,10^5 g,8.25,2.75,1
demersal,10^5 g,8.25,6.75,2
demersal,10^5 g,8.25,11.25,1
demersal,10^5 g,8.25,11.75,47
demersal,10^5 g,8.25,12.25,33
demersal,10^5 g,8.25,13.75,44
demersal,10^5 g,8.25,14.25,127
demersal,10^5 g,8.25,14.75,84
demersal,10^5 g,8.25,15.25,64
demersal,10^5 g,8.25,15.75,106
demersal,10^5 g,8.25,16.25,260
demersal,10^5 g,8.25,16.75,415
demersal,10^5 g,8.25,17.25,241
demersal,10^5 g,8.25,17.75,337
demersal,10^5 g,8.25,18.25,191
demersal,10^5 g,8.25,18.75,59
demersal,10^5 g,8.25,19.25,21
demersal,10^5 g,8.25,19.75,105
demersal,10^5 g,8.25,20.25,673
demersal,10^5 g,8.25,20.75,434
demersal,10^5 g,8.25,21.25,394
demersal,10^5 g,8.25,21.75,704
demersal,10^5 g,8.25,22.25,113
demersal,10^5 g,8.25,22.75,33
demersal,10^5 g,8.75,4.75,1
demersal,10^5 g,8.75,6.75,1
demersal,10^5 g,8.75,7.75,1
demersal,10^5 g,8.75,8.25,3
demersal,10^5 g,8.75,13.25,2
demersal,10^5 g,8.75,13.75,1
demersal,10^5 g,8.75,14.25,31
demersal,10^5 g,8.75,14.75,23
demersal,10^5 g,8.75,15.25,44
demersal,10^5 g,8.75,15.75,8
demersal,10^5 g,8.75,16.25,61
demersal,10^5 g,8.75,16.75,304
demersal,10^5 g,8.75,17.25,847
demersal,10^5 g,8.75,17.75,282
demersal,10^5 g,8.75,18.25,208
demersal,10^5 g,8.75,18.75,321
demersal,10^5 g,8.75,19.25,120
demersal,10^5 g,8.75,19.75,76
demersal,10^5 g,8.75,20.25,403
demersal,10^5 g,8.75,20.75,1242
demersal,10^5 g,8.75,21.25,292
demersal,10^5 g,8.75,21.75,269
demersal,10^5 g,8.75,22.25,42
demersal,10^5 g,9.25,4.25,1
demersal,10^5 g,9.25,11.25,12
demersal,10^5 g,9.25,12.75,2
demersal,10^5 g,9.25,14.25,11
demersal,10^5 g,9.25,14.75,15
demersal,10^5 g,9.25,15.25,19
demersal,10^5 g,9.25,15.75,24
demersal,10^5 g,9.25,16.25,22
demersal,10^5 g,9.25,16.75,88
demersal,10^5 g,9.25,17.25,534
demersal,10^5 g,9.25,17.75,61
demersal,10^5 g,9.25,18.25,149
demersal,10^5 g,9.25,18.75,85
demersal,10^5 g,9.25,19.25,87
demersal,10^5 g,9.25,19.75,89
demersal,10^5 g,9.25,20.25,2438
demersal,10^5 g,9.25,20.75,720
demersal,10^5 g,9.25,21.25,507
demersal,10^5 g,9.25,21.75,86
demersal,10^5 g,9.25,22.25,6
demersal,10^5 g,9.75,3.25,2
demersal,10^5 g,9.75,9.75,1
demersal,10^5 g,9.75,11.75,19
demersal,10^5 g,9.75,14.25,16
demersal,10^5 g,9.75,14.75,20
demersal,10^5 g,9.75,15.25,35
demersal,10^5 g,9.75,15.75,25
demersal,10^5 g,9.75,16.25,14
demersal,10^5 g,9.75,16.75,6
demersal,10^5 g,9.75,17.25,61
demersal,10^5 g,9.75,17.75,374
demersal,10^5 g,9.75,18.25,109
demersal,10^5 g,9.75,18.75,32
demersal,10^5 g,9.75,19.25,204
demersal,10^5 g,9.75,19.75,2296
demersal,10^5 g,9.75,20.25,4447
demersal,10^5 g,9.75,20.75,2575
demersal,10^5 g,9.75,21.25,808
demersal,10^5 g,9.75,21.75,164
demersal,10^5 g,9.75,22.25,15
demersal,10^5 g,10.25,1.75,4
demersal,10^5 g,10.25,2.25,1
demersal,10^5 g,10.25,4.25,1
demersal,10^5 g,10.25,9.75,4
demersal,10^5 g,10.25,12.25,5
demersal,10^5 g,10.25,13.75,1
demersal,10^5 g,10.25,14.25,10
demersal,10^5 g,10.25,14.75,10
demersal,10^5 g,10.25,15.25,40
demersal,10^5 g,10.25,15.75,43
demersal,10^5 g,10.25,16.25,32
demersal,10^5 g,10.25,16.75,49
demersal,10^5 g,10.25,17.25,76
demersal,10^5 g,10.25,17.75,83
demersal,10^5 g,10.25,18.25,60
demersal,10^5 g,10.25,18.75,12
demersal,10^5 g,10.25,19.25,109
demersal,10^5 g,10.25,19.75,9307
demersal,10^5 g,10.25,20.25,7061
demersal,10^5 g,10.25,20.75,1932
demersal,10^5 g,10.25,21.25,377
demersal,10^5 g,10.25,21.75,239
demersal,10^5 g,10.25,22.25,94
demersal,10^5 g,10.75,12.75,10
demersal,10^5 g,10.75,14.25,11
demersal,10^5 g,10.75,14.75,4
demersal,10^5 g,10.75,15.25,32
demersal,10^5 g,10.75,15.75,16
demersal,10^5 g,10.75,16.25,10
demersal,10^5 g,10.75,16.75,30
demersal,10^5 g,10.75,17.25,64
demersal,10^5 g,10.75,17.75,12
demersal,10^5 g,10.75,18.25,177
demersal,10^5 g,10.75,18.75,106
demersal,10^5 g,10.75,19.25,83
demersal,10^5 g,10.75,19.75,2393
demersal,10^5 g,10.75,20.25,6794
demersal,10^5 g,10.75,20.75,2358
demersal,10^5 g,10.75,21.25,651
demersal,10^5 g,10.75,21.75,146
demersal,10^5 g,10.75,22.25,89
demersal,10^5 g,11.25,1.75,1
demersal,10^5 g,11.25,7.25,1
demersal,10^5 g,11.25,13.25,1
demersal,10^5 g,11.25,15.25,9
demersal,10^5 g,11.25,15.75,165
demersal,10^5 g,11.25,16.25,97
demersal,10^5 g,11.25,16.75,13
demersal,10^5 g,11.25,17.25,86
demersal,10^5 g,11.25,17.75,124
demersal,10^5 g,11.25,18.25,76
demersal,10^5 g,11.25,18.75,173
demersal,10^5 g,11.25,19.25,8
demersal,10^5 g,11.25,19.75,11
demersal,10^5 g,11.25,20.25,4205
demersal,10^5 g,11.25,20.75,1557
demersal,10^5 g,11.25,21.25,1318
demersal,10^5 g,11.25,21.75,982
demersal,10^5 g,11.25,22.25,62
demersal,10^5 g,11.25,22.75,2
demersal,10^5 g,11.75,3.75,1
demersal,10^5 g,11.75,14.25,3
demersal,10^5 g,11.75,15.25,6
demersal,10^5 g,11.75,15.75,31
demersal,10^5 g,11.75,16.25,28
demersal,10^5 g,11.75,16.75,75
demersal,10^5 g,11.75,17.25,7
demersal,10^5 g,11.75,17.75,36
demersal,10^5 g,11.75,18.25,44
demersal,10^5 g,11.75,18.75,43
demersal,10^5 g,11.75,19.25,86
demersal,10^5 g,11.75,19.75,20
demersal,10^5 g,11.75,20.25,2229
demersal,10^5 g,11.75,20.75,754
demersal,10^5 g,11.75,21.25,36
demersal,10^5 g,11.75,21.75,309
demersal,10^5 g,11.75,22.25,6
demersal,10^5 g,12.25,13.25,2
demersal,10^5 g,12.25,15.75,28
demersal,10^5 g,12.25,16.25,65
demersal,10^5 g,12.25,16.75,26
demersal,10^5 g,12.25,17.25,8
demersal,10^5 g,12.25,18.25,43
demersal,10^5 g,12.25,18.75,1
demersal,10^5 g,12.25,19.25,30
demersal,10^5 g,12.25,19.75,74
demersal,10^5 g,12.25,20.25,207
demersal,10^5 g,12.25,20.75,5
demersal,10^5 g,12.25,21.25,1287
demersal,10^5 g,12.25,21.75,90
demersal,10^5 g,12.25,22.25,95
demersal,10^5 g,12.75,7.25,1
demersal,10^5 g,12.75,12.25,1
demersal,10^5 g,12.75,13.25,14
demersal,10^5 g,12.75,13.75,2
demersal,10^5 g,12.75,14.25,4
demersal,10^5 g,12.75,15.75,12
demersal,10^5 g,12.75,16.25,3
demersal,10^5 g,12.75,16.75,2
demersal,10^5 g,12.75,17.25,13
demersal,10^5 g,12.75,17.75,7
demersal,10^5 g,12.75,18.25,8
demersal,10^5 g,12.75,18.75,14
demersal,10^5 g,12.75,19.25,26
demersal,10^5 g,12.75,19.75,2
demersal,10^5 g,12.75,20.25,756
demersal,10^5 g,12.75,20.75,49
demersal,10^5 g,12.75,21.75,14
demersal,10^5 g,12.75,22.25,341
demersal,10^5 g,13.25,13.75,2
demersal,10^5 g,13.25,15.75,8
demersal,10^5 g,13.25,16.25,19
demersal,10^5 g,13.25,16.75,1
demersal,10^5 g,13.25,17.25,8
demersal,10^5 g,13.25,17.75,29
demersal,10^5 g,13.25,18.25,5
demersal,10^5 g,13.25,18.75,6
demersal,10^5 g,13.25,19.25,130
demersal,10^5 g,13.25,19.75,5
demersal,10^5 g,13.25,20.25,2
demersal,10^5 g,13.25,20.75,3
demersal,10^5 g,13.25,21.25,40
demersal,10^5 g,13.25,21.75,2
demersal,10^5 g,13.25,22.25,18
demersal,10^5 g,13.75,7.75,1
demersal,10^5 g,13.75,8.25,1
demersal,10^5 g,13.75,8.75,1
demersal,10^5 g,13.75,13.75,1
demersal,10^5 g,13.75,15.25,1
demersal,10^5 g,13.75,15.75,10
demersal,10^5 g,13.75,16.25,39
demersal,10^5 g,13.75,16.75,2
demersal,10^5 g,13.75,17.25,15
demersal,10^5 g,13.75,17.75,2
demersal,10^5 g,13.75,18.25,7
demersal,10^5 g,13.75,18.75,31
demersal,10^5 g,13.75,19.25,93
demersal,10^5 g,13.75,19.75,251
demersal,10^5 g,13.75,20.25,64
demersal,10^5 g,13.75,20.75,39
demersal,10^5 g,13.75,21.25,1
demersal,10^5 g,13.75,21.75,2
demersal,10^5 g,13.75,22.25,66
demersal,10^5 g,14.25,6.75,1
demersal,10^5 g,14.25,7.25,2
demersal,10^5 g,14.25,16.25,19
demersal,10^5 g,14.25,16.75,3
demersal,10^5 g,14.25,17.25,1
demersal,10^5 g,14.25,17.75,4
demersal,10^5 g,14.25,18.25,80
demersal,10^5 g,14.25,18.75,19
demersal,10^5 g,14.25,19.25,197
demersal,10^5 g,14.25,19.75,424
demersal,10^5 g,14.25,20.25,304
demersal,10^5 g,14.25,20.75,103
demersal,10^5 g,14.25,21.25,19
demersal,10^5 g,14.25,21.75,1
demersal,10^5 g,14.25,22.25,1
demersal,10^5 g,14.75,2.75,1
demersal,10^5 g,14.75,9.75,1
demersal,10^5 g,14.75,12.25,15
demersal,10^5 g,14.75,14.25,1
demersal,10^5 g,14.75,14.75,1
demersal,10^5 g,14.75,15.25,1
demersal,10^5 g,14.75,15.75,20
demersal,10^5 g,14.75,16.25,17
demersal,10^5 g,14.75,16.75,1
demersal,10^5 g,14.75,18.25,13
demersal,10^5 g,14.75,18.75,25
demersal,10^5 g,14.75,19.25,17
demersal,10^5 g,14.75,19.75,159
demersal,10^5 g,14.75,20.25,63
demersal,10^5 g,14.75,20.75,174
demersal,10^5 g,14.75,21.25,203
demersal,10^5 g,14.75,21.75,189
demersal,10^5 g,15.25,4.75,2
demersal,10^5 g,15.25,8.25,1
demersal,10^5 g,15.25,12.25,2
demersal,10^5 g,15.25,15.25,2
demersal,10^5 g,15.25,15.75,2
demersal,10^5 g,15.25,16.25,8
demersal,10^5 g,15.25,16.75,1
demersal,10^5 g,15.25,17.25,5
demersal,10^5 g,15.25,17.75,1
demersal,10^5 g,15.25,18.25,3
demersal,10^5 g,15.25,18.75,70
demersal,10^5 g,15.25,19.25,12
demersal,10^5 g,15.25,19.75,56
demersal,10^5 g,15.25,20.25,72
demersal,10^5 g,15.25,20.75,35
demersal,10^5 g,15.25,21.25,149
demersal,10^5 g,15.25,21.75,9
demersal,10^5 g,15.25,22.25,116
demersal,10^5 g,15.75,9.25,1
demersal,10^5 g,15.75,9.75,1
demersal,10^5 g,15.75,15.25,1
demersal,10^5 g,15.75,15.75,1
demersal,10^5 g,15.75,16.25,23
demersal,10^5 g,15.75,16.75,3
demersal,10^5 g,15.75,17.25,8
demersal,10^5 g,15.75,18.25,1
demersal,10^5 g,15.75,18.75,26
demersal,10^5 g,15.75,19.25,1
demersal,10^5 g,15.75,19.75,8
demersal,10^5 g,15.75,20.25,19
demersal,10^5 g,15.75,20.75,36
demersal,10^5 g,15.75,21.75,2
demersal,10^5 g,15.75,22.25,1
demersal,10^5 g,16.25,5.25,1
demersal,10^5 g,16.25,8.25,1
demersal,10^5 g,16.25,10.25,1
demersal,10^5 g,16.25,11.75,1
demersal,10^5 g,16.25,13.25,1
demersal,10^5 g,16.25,15.25,6
demersal,10^5 g,16.25,15.75,3
demersal,10^5 g,16.25,16.25,5
demersal,10^5 g,16.25,16.75,1
demersal,10^5 g,16.25,17.75,1
demersal,10^5 g,16.25,18.75,1
demersal,10^5 g,16.25,19.25,26
demersal,10^5 g,16.25,20.25,54
demersal,10^5 g,16.25,20.75,25
demersal,10^5 g,16.25,21.25,55
demersal,10^5 g,16.25,21.75,318
demersal,10^5 g,16.25,22.25,1
demersal,10^5 g,16.25,22.75,36
demersal,10^5 g,16.75,9.75,1
demersal,10^5 g,16.75,11.25,2
demersal,10^5 g,16.75,15.75,6
demersal,10^5 g,16.75,16.25,5
demersal,10^5 g,16.75,16.75,9
demersal,10^5 g,16.75,18.75,4
demersal,10^5 g,16.75,19.75,4
demersal,10^5 g,16.75,20.25,55
demersal,10^5 g,16.75,20.75,14
demersal,10^5 g,16.75,21.25,7
demersal,10^5 g,16.75,21.75,12
demersal,10^5 g,16.75,22.25,2
demersal,10^5 g,16.75,22.75,10
demersal,10^5 g,17.25,12.75,1
demersal,10^5 g,17.25,16.25,38
demersal,10^5 g,17.25,18.25,2
demersal,10^5 g,17.25,18.75,1
demersal,10^5 g,17.25,19.25,22
demersal,10^5 g,17.25,19.75,1
demersal,10^5 g,17.25,20.25,23
demersal,10^5 g,17.25,20.75,29
demersal,10^5 g,17.25,21.25,14
demersal,10^5 g,17.25,21.75,3
demersal,10^5 g,17.25,22.25,2
demersal,10^5 g,17.25,22.75,1
demersal,10^5 g,17.75,13.75,1
demersal,10^5 g,17.75,15.25,2
demersal,10^5 g,17.75,16.75,2
demersal,10^5 g,17.75,18.75,1
demersal,10^5 g,17.75,19.25,1
demersal,10^5 g,17.75,20.25,7
demersal,10^5 g,17.75,20.75,60
demersal,10^5 g,17.75,21.25,33
demersal,10^5 g,17.75,21.75,23
demersal,10^5 g,17.75,22.25,2
demersal,10^5 g,18.25,13.75,1
demersal,10^5 g,18.25,17.25,7
demersal,10^5 g,18.25,18.25,1
demersal,10^5 g,18.25,19.75,2
demersal,10^5 g,18.25,20.25,1
demersal,10^5 g,18.25,20.75,11
demersal,10^5 g,18.25,21.25,41
demersal,10^5 g,18.25,21.75,13
demersal,10^5 g,18.25,22.25,2
demersal,10^5 g,18.75,11.25,1
demersal,10^5 g,18.75,12.25,1
demersal,10^5 g,18.75,12.75,2
demersal,10^5 g,18.75,14.75,1
demersal,10^5 g,18.75,17.25,1
demersal,10^5 g,18.75,17.75,6
demersal,10^5 g,18.75,19.25,1
demersal,10^5 g,18.75,19.75,2
demersal,10^5 g,18.75,20.25,3
demersal,10^5 g,18.75,20.75,3
demersal,10^5 g,18.75,21.25,13
demersal,10^5 g,18.75,21.75,71
demersal,10^5 g,18.75,22.25,1
demersal,10^5 g,19.25,13.25,1
demersal,10^5 g,19.25,15.75,1
demersal,10^5 g,19.25,16.75,2
demersal,10^5 g,19.25,17.75,2
demersal,10^5 g,19.25,19.75,1
demersal,10^5 g,19.25,20.25,4
demersal,10^5 g,19.25,21.25,1
demersal,10^5 g,19.25,22.25,129
demersal,10^5 g,19.75,10.25,1
demersal,10^5 g,19.75,11.75,1
demersal,10^5 g,19.75,15.75,2
demersal,10^5 g,19.75,17.75,3
demersal,10^5 g,19.75,18.25,9
demersal,10^5 g,19.75,19.25,1
demersal,10^5 g,19.75,19.75,1
demersal,10^5 g,19.75,20.25,4
demersal,10^5 g,19.75,20.75,1
demersal,10^5 g,19.75,21.25,2
demersal,10^5 g,19.75,21.75,1
demersal,10^5 g,19.75,22.25,122
demersal,10^5 g,19.75,22.75,83
demersal,10^5 g,20.25,11.75,3
demersal,10^5 g,20.25,12.75,1
demersal,10^5 g,20.25,17.75,15
